# StellarMass HIMass H2Mass SFR StellarSurfaceDensity MolecularSurfaceDensity MolecularMetallicity
# Msun Msun Msun Msun/yr Msun/kpc^2 Msun/kpc^2 Zsun (h=0.6774, Zsun=0.0134, HI/H2=GD14)
8.8527e+10 3.8942e+09 3.0021e+09 2.1440e+00 2.6310e+09 3.6318e+06 9.3120e-01
8.6739e+10 0.0000e+00 0.0000e+00 0.0000e+00 1.4479e+09 nan nan
5.9040e+10 1.3048e+08 2.2679e+08 4.5077e-02 1.8555e+09 4.9911e+05 2.1427e+00
6.0448e+10 2.2212e+06 2.9401e+06 4.2997e-04 6.5178e+09 4.6537e+02 1.0785e+00
2.2782e+10 2.2048e+09 2.4419e+09 3.1829e+00 1.6995e+09 1.2247e+07 1.0402e+00
4.8588e+10 8.5728e+08 8.0931e+09 2.0864e+01 1.5336e+09 2.4057e+08 2.4441e+00
4.2828e+10 1.3885e+08 1.1878e+09 2.1381e+00 5.1549e+08 3.5269e+07 4.9905e+00
4.0040e+10 8.8824e+08 1.9884e+09 7.3601e+00 6.5885e+09 3.7648e+08 2.1122e+00
2.1144e+10 0.0000e+00 0.0000e+00 0.0000e+00 3.4349e+09 nan nan
2.8834e+10 3.5429e+06 3.0046e+06 9.9754e-04 4.8283e+09 6.0393e+04 1.0608e+00
1.9402e+10 0.0000e+00 0.0000e+00 0.0000e+00 2.9852e+09 nan nan
2.2138e+09 1.9067e+09 1.2764e+09 1.5969e+00 1.0797e+08 4.1544e+06 5.9212e-01
5.9934e+09 3.4690e+08 1.0137e+09 1.7306e+00 3.2669e+08 1.4846e+08 1.8029e+00
1.2626e+10 9.3169e+06 3.0601e+07 2.2749e-02 5.4881e+08 1.8875e+06 3.1042e+00
7.2054e+09 9.9341e+08 1.6413e+09 2.3224e+00 2.3866e+08 8.1298e+07 1.5039e+00
7.3290e+09 9.2342e+07 4.0774e+08 4.1518e-01 3.7264e+08 2.0930e+07 2.7128e+00
1.3679e+10 0.0000e+00 0.0000e+00 0.0000e+00 2.0633e+10 nan nan
4.8318e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.0996e+08 nan nan
1.5145e+09 9.7022e+08 4.1057e+08 2.8324e-01 5.3743e+07 2.6153e+07 1.0024e+00
5.7011e+09 1.2233e+06 8.0697e+06 2.3495e-03 3.8980e+08 4.3943e+06 4.5671e+00
6.3937e+09 0.0000e+00 0.0000e+00 0.0000e+00 5.1617e+08 nan nan
4.3271e+09 2.4493e+06 7.4623e+06 1.2476e-03 1.8464e+08 4.4321e+06 3.2787e+00
5.8644e+09 0.0000e+00 0.0000e+00 0.0000e+00 4.4583e+08 nan nan
7.9917e+09 0.0000e+00 0.0000e+00 0.0000e+00 2.1841e+09 nan nan
7.1220e+09 0.0000e+00 0.0000e+00 0.0000e+00 7.5421e+08 nan nan
2.1448e+09 8.1210e+08 4.9679e+08 8.8394e-02 4.9628e+07 8.1660e+06 1.0613e+00
1.0566e+09 6.2184e+08 3.5346e+08 4.1041e-01 8.1114e+07 1.6171e+07 6.5221e-01
1.1825e+09 4.7767e+08 3.2496e+08 4.5202e-01 4.3383e+07 3.8581e+07 6.3664e-01
3.8363e+09 3.5213e+08 1.0910e+09 1.2933e+00 2.0917e+08 4.6832e+07 1.7477e+00
2.2919e+09 0.0000e+00 0.0000e+00 0.0000e+00 6.1454e+07 nan nan
3.9143e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.2360e+08 nan nan
3.6986e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.3064e+08 nan nan
1.5301e+09 0.0000e+00 0.0000e+00 0.0000e+00 3.8040e+07 nan nan
1.1713e+09 1.0254e+08 1.1083e+08 7.4189e-02 3.0353e+07 1.2607e+07 1.4392e+00
5.1178e+09 0.0000e+00 0.0000e+00 0.0000e+00 9.7484e+08 nan nan
1.8775e+09 7.3967e+08 6.1090e+08 7.9196e-01 1.1707e+08 2.2671e+07 1.0144e+00
4.5017e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.5356e+09 nan nan
4.1991e+09 0.0000e+00 0.0000e+00 0.0000e+00 5.2762e+08 nan nan
1.4445e+09 0.0000e+00 0.0000e+00 0.0000e+00 2.4700e+07 nan nan
3.2675e+09 0.0000e+00 0.0000e+00 0.0000e+00 2.7671e+08 nan nan
1.2972e+09 0.0000e+00 0.0000e+00 0.0000e+00 4.1436e+07 nan nan
3.2218e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.0591e+09 nan nan
1.5423e+09 0.0000e+00 0.0000e+00 0.0000e+00 4.1084e+07 nan nan
1.0075e+09 2.6273e+08 2.2815e+08 1.3875e-01 3.0871e+07 1.0592e+07 9.5232e-01
1.7987e+09 0.0000e+00 0.0000e+00 0.0000e+00 5.5727e+07 nan nan
2.2242e+09 0.0000e+00 0.0000e+00 0.0000e+00 5.6241e+07 nan nan
1.3269e+09 0.0000e+00 0.0000e+00 0.0000e+00 6.4659e+07 nan nan
9.1236e+11 1.7034e+10 2.0437e+10 1.6691e+01 7.6542e+08 2.1223e+05 5.3355e-01
8.0088e+10 1.4336e+10 7.9027e+09 6.1067e+00 7.6878e+08 1.4402e+07 1.1609e+00
6.5366e+10 1.0364e+10 8.3882e+09 7.0930e+00 9.3203e+08 1.6141e+07 1.0782e+00
3.2431e+10 2.3230e+09 6.7711e+08 4.6833e-01 3.1099e+09 1.0372e+05 3.3068e-01
5.2581e+10 7.8262e+09 5.0419e+09 3.6617e+00 1.0679e+09 9.2816e+06 1.0302e+00
6.9701e+10 5.0554e+09 3.8501e+09 6.1623e+00 3.0572e+09 4.7884e+06 4.3653e-01
5.9236e+10 1.2643e+08 5.7267e+07 0.0000e+00 8.5671e+09 1.1033e+04 8.2757e-01
3.0176e+10 9.7033e+08 3.3937e+09 5.3504e+00 1.7414e+09 8.9005e+07 1.8590e+00
2.9720e+10 0.0000e+00 0.0000e+00 0.0000e+00 4.8174e+09 nan nan
5.7591e+10 0.0000e+00 0.0000e+00 0.0000e+00 6.2493e+09 nan nan
4.5245e+10 8.9550e+08 6.6485e+09 2.5285e+01 1.5236e+09 2.6204e+08 2.1361e+00
2.7619e+10 2.1457e+09 7.2245e+09 1.5676e+01 7.2574e+08 1.2718e+08 1.5643e+00
4.0815e+10 0.0000e+00 0.0000e+00 0.0000e+00 3.8350e+09 nan nan
3.6464e+10 0.0000e+00 0.0000e+00 0.0000e+00 5.8686e+09 nan nan
3.4103e+10 0.0000e+00 0.0000e+00 0.0000e+00 2.2346e+09 nan nan
2.1098e+10 1.9243e+07 1.3483e+08 1.3897e-01 2.0726e+09 2.4625e+07 4.2188e+00
1.3986e+10 1.5243e+09 2.3646e+09 5.6290e+00 6.7359e+08 2.1553e+08 1.5465e+00
2.2896e+10 0.0000e+00 0.0000e+00 0.0000e+00 2.4388e+09 nan nan
8.0026e+09 3.2518e+09 4.1253e+09 5.7362e+00 6.6912e+07 3.2150e+07 1.0642e+00
5.9793e+09 1.0117e+09 1.4518e+09 2.0825e+00 3.0317e+08 5.3851e+07 1.2764e+00
2.9641e+09 2.2454e+09 1.2439e+09 1.3978e+00 4.0531e+07 1.3618e+07 8.5770e-01
2.2605e+10 0.0000e+00 0.0000e+00 0.0000e+00 7.0579e+09 nan nan
1.0800e+10 9.6923e+06 3.9489e+07 2.6483e-02 3.0208e+08 1.0966e+07 3.9630e+00
1.6304e+10 0.0000e+00 0.0000e+00 0.0000e+00 1.2370e+09 nan nan
2.8763e+09 1.0995e+09 8.3072e+08 9.3767e-01 8.0209e+07 1.2164e+07 1.0814e+00
3.6165e+09 5.3370e+08 1.2135e+09 2.5022e+00 1.0957e+08 6.8710e+07 1.1600e+00
2.2035e+09 1.3624e+09 8.8318e+08 1.7939e+00 2.4497e+07 3.2594e+06 7.1693e-01
2.1109e+09 7.4709e+08 4.6018e+08 4.8246e-01 5.3456e+07 1.9659e+05 4.6548e-01
7.2140e+09 7.4576e+06 1.1266e+08 1.4060e-01 1.0409e+08 3.4567e+07 4.7934e+00
1.1480e+10 0.0000e+00 0.0000e+00 0.0000e+00 3.2870e+08 nan nan
7.9152e+09 7.2602e+06 3.9232e+07 4.3515e-02 2.7982e+08 1.6001e+07 4.7182e+00
1.9224e+09 1.9066e+09 8.5594e+08 1.1142e+00 3.4698e+07 1.3326e+06 5.5751e-01
4.1200e+09 0.0000e+00 0.0000e+00 0.0000e+00 5.3277e+07 nan nan
1.7815e+09 5.7249e+08 4.6268e+08 4.9312e-01 3.2717e+07 2.1827e+07 9.6710e-01
9.1859e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.1353e+09 nan nan
7.5360e+09 0.0000e+00 0.0000e+00 0.0000e+00 8.6433e+08 nan nan
1.2906e+09 1.1086e+09 4.0520e+08 2.3463e-01 3.7107e+07 5.0216e+05 7.7595e-01
7.1058e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.7510e+09 nan nan
3.6039e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.5432e+08 nan nan
2.9820e+09 3.6531e+03 4.5082e-01 0.0000e+00 4.1939e+07 0.0000e+00 2.3422e+00
6.3264e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.1236e+09 nan nan
5.6724e+09 0.0000e+00 0.0000e+00 0.0000e+00 9.7721e+08 nan nan
4.8538e+09 0.0000e+00 0.0000e+00 0.0000e+00 5.6405e+08 nan nan
3.1986e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.7574e+08 nan nan
4.9438e+09 0.0000e+00 0.0000e+00 0.0000e+00 2.1454e+09 nan nan
1.5387e+09 0.0000e+00 0.0000e+00 0.0000e+00 4.3045e+07 nan nan
1.2336e+09 0.0000e+00 0.0000e+00 0.0000e+00 4.0126e+07 nan nan
3.2099e+09 0.0000e+00 0.0000e+00 0.0000e+00 3.5182e+08 nan nan
1.8367e+09 0.0000e+00 0.0000e+00 0.0000e+00 5.7643e+07 nan nan
1.2685e+09 0.0000e+00 0.0000e+00 0.0000e+00 2.8525e+07 nan nan
3.4301e+09 0.0000e+00 0.0000e+00 0.0000e+00 8.0518e+08 nan nan
2.9913e+09 0.0000e+00 0.0000e+00 0.0000e+00 2.2512e+08 nan nan
1.1708e+09 0.0000e+00 0.0000e+00 0.0000e+00 2.3369e+07 nan nan
1.8423e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.3384e+08 nan nan
1.0549e+09 0.0000e+00 0.0000e+00 0.0000e+00 6.0552e+07 nan nan
1.4027e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.5728e+08 nan nan
1.0091e+09 0.0000e+00 0.0000e+00 0.0000e+00 5.0444e+07 nan nan
1.2730e+09 0.0000e+00 0.0000e+00 0.0000e+00 2.5474e+08 nan nan
1.1046e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.2641e+08 nan nan
1.0011e+12 2.2415e+10 4.4007e+10 3.2828e+01 5.5197e+08 1.9393e+06 9.0178e-01
2.6002e+11 5.6804e+09 8.0924e+09 4.6267e+00 2.5586e+09 1.7602e+06 7.0104e-01
9.7620e+10 7.1814e+09 1.2066e+10 1.5880e+01 4.6853e+08 3.4299e+07 1.5876e+00
2.5498e+11 4.3473e+08 1.0799e+09 1.0752e+00 2.8354e+09 9.1165e+05 8.1043e-01
7.1227e+10 6.6523e+09 6.5499e+09 6.8877e+00 4.2198e+09 1.5116e+07 9.9574e-01
9.9222e+10 0.0000e+00 0.0000e+00 0.0000e+00 7.2649e+08 nan nan
2.5929e+10 2.8053e+09 4.3291e+09 7.9081e+00 7.9933e+08 1.0495e+08 1.8800e+00
3.2941e+10 1.0005e+08 7.3986e+08 1.0038e+00 2.4327e+09 7.8167e+07 3.7716e+00
4.4930e+10 0.0000e+00 0.0000e+00 0.0000e+00 7.3275e+09 nan nan
9.4669e+09 3.8484e+09 4.7620e+09 9.3740e+00 6.5561e+08 9.4665e+07 8.2782e-01
1.1126e+10 2.9040e+08 1.2326e+09 2.0439e+00 4.8158e+08 1.6480e+08 2.1052e+00
9.6733e+09 8.6803e+08 1.6485e+09 2.0350e+00 1.5861e+08 5.3171e+07 1.6492e+00
2.4220e+10 0.0000e+00 0.0000e+00 0.0000e+00 1.1639e+09 nan nan
1.5547e+10 1.1767e+08 7.9233e+08 1.2222e+00 1.0664e+09 9.3774e+07 3.0862e+00
6.8720e+09 1.1216e+09 1.6429e+09 2.2696e+00 3.2541e+08 7.3807e+07 1.1348e+00
1.1415e+10 3.7419e+07 1.1744e+08 6.8272e-02 3.9021e+08 1.3639e+07 3.3429e+00
2.1072e+10 0.0000e+00 0.0000e+00 0.0000e+00 1.6956e+09 nan nan
2.0724e+10 0.0000e+00 0.0000e+00 0.0000e+00 3.4223e+09 nan nan
3.0127e+09 2.1333e+08 3.5707e+08 1.3725e-01 2.6738e+07 2.3665e+05 1.0240e+00
4.0027e+09 3.9587e+08 7.6523e+08 7.4997e-01 7.4807e+07 6.1004e+07 1.5066e+00
9.2812e+09 0.0000e+00 0.0000e+00 0.0000e+00 4.9116e+08 nan nan
3.0008e+09 3.0845e+08 5.6033e+08 4.9991e-01 3.3457e+07 1.7553e+07 1.9428e+00
3.2086e+09 4.1793e+08 1.2598e+09 2.8224e+00 2.4644e+08 1.7036e+08 1.1324e+00
4.5769e+09 0.0000e+00 0.0000e+00 0.0000e+00 2.9402e+08 nan nan
1.3257e+09 0.0000e+00 0.0000e+00 0.0000e+00 2.1755e+07 nan nan
2.1382e+09 0.0000e+00 0.0000e+00 0.0000e+00 6.5935e+07 nan nan
1.6014e+09 0.0000e+00 0.0000e+00 0.0000e+00 2.7779e+07 nan nan
2.6938e+09 0.0000e+00 0.0000e+00 0.0000e+00 9.5345e+07 nan nan
1.3578e+09 0.0000e+00 0.0000e+00 0.0000e+00 4.2578e+07 nan nan
2.0018e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.1215e+08 nan nan
1.8484e+09 0.0000e+00 0.0000e+00 0.0000e+00 7.9853e+07 nan nan
2.1077e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.2086e+08 nan nan
1.6505e+09 0.0000e+00 0.0000e+00 0.0000e+00 2.4526e+08 nan nan
1.1705e+09 0.0000e+00 0.0000e+00 0.0000e+00 3.4527e+07 nan nan
1.2788e+12 1.5652e+10 2.5440e+10 1.8710e+01 2.0681e+08 1.0043e+06 7.7066e-01
9.1764e+10 2.3716e+09 9.5118e+08 4.4442e-01 4.3843e+09 1.3764e+05 2.5513e-01
3.2199e+10 6.2665e+09 1.1334e+10 1.8649e+01 2.3365e+08 4.7998e+07 1.3689e+00
5.3004e+10 1.5229e+06 7.9065e+04 0.0000e+00 1.0295e+09 2.6204e+01 3.0735e+00
7.9681e+10 0.0000e+00 0.0000e+00 0.0000e+00 7.5189e+09 nan nan
7.3447e+10 0.0000e+00 0.0000e+00 0.0000e+00 5.5700e+09 nan nan
3.0201e+10 6.1092e+08 1.9840e+09 4.2565e+00 1.1832e+09 1.2123e+08 2.6735e+00
4.7111e+10 3.6117e+08 3.6587e+08 6.3202e-02 4.8240e+09 1.3754e+05 1.3816e+00
3.8423e+10 4.0993e+07 1.6905e+08 1.3345e-01 2.5735e+09 1.1580e+07 3.8048e+00
4.1312e+10 0.0000e+00 0.0000e+00 0.0000e+00 3.8962e+09 nan nan
2.1476e+09 1.5397e+09 8.7006e+08 1.4680e+00 3.9517e+07 1.2965e+08 7.2425e-01
2.3226e+10 1.7312e+08 9.6584e+08 2.9314e+00 2.2438e+09 2.8821e+08 3.4957e+00
1.5066e+10 1.1889e+08 8.2834e+08 1.3115e+00 8.5823e+08 9.3182e+07 3.0744e+00
2.5085e+10 0.0000e+00 0.0000e+00 0.0000e+00 1.2053e+09 nan nan
1.8623e+10 0.0000e+00 0.0000e+00 0.0000e+00 1.5469e+09 nan nan
1.9189e+10 0.0000e+00 0.0000e+00 0.0000e+00 2.9822e+09 nan nan
1.0187e+10 4.5174e+07 1.1277e+08 1.0192e-01 1.7259e+08 1.8987e+07 3.1375e+00
3.7676e+09 3.2140e+07 1.7234e+08 1.8305e-01 4.6107e+07 3.6596e+07 2.9256e+00
2.7156e+09 6.2975e+08 7.8188e+08 9.7764e-01 8.6826e+07 6.3622e+07 1.3172e+00
5.9443e+09 1.7006e+09 1.3191e+09 4.0358e-01 6.9025e+07 1.1583e+07 1.5618e+00
4.1583e+09 3.0140e+07 1.4276e+08 1.5735e-01 2.0311e+08 6.0669e+07 2.8543e+00
1.1466e+09 1.2294e+09 3.4676e+08 2.6763e-01 5.2193e+07 3.6228e+06 6.9847e-01
4.9840e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.2482e+08 nan nan
3.0501e+09 2.4802e+08 5.5784e+08 7.3797e-01 7.2951e+07 2.5043e+07 1.2319e+00
2.6121e+09 1.4558e+09 1.5284e+09 2.0935e+00 4.9278e+07 2.5700e+07 8.6026e-01
4.3559e+09 0.0000e+00 0.0000e+00 0.0000e+00 8.7018e+07 nan nan
1.3528e+09 2.0330e+05 4.8002e+02 0.0000e+00 1.4320e+07 1.0163e-02 5.4086e-01
7.0354e+09 0.0000e+00 0.0000e+00 0.0000e+00 4.8101e+08 nan nan
1.7590e+09 1.0823e+09 9.7316e+08 1.1660e+00 2.2033e+07 8.7513e+06 7.5552e-01
1.5193e+09 1.2158e+09 5.9509e+08 5.3895e-01 6.7108e+07 5.1798e+06 5.6391e-01
5.5624e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.6863e+08 nan nan
1.4683e+09 0.0000e+00 0.0000e+00 0.0000e+00 3.7088e+07 nan nan
1.3289e+09 0.0000e+00 0.0000e+00 0.0000e+00 4.7766e+07 nan nan
2.0284e+09 0.0000e+00 0.0000e+00 0.0000e+00 5.1148e+07 nan nan
2.7344e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.3606e+08 nan nan
1.2770e+09 0.0000e+00 0.0000e+00 0.0000e+00 2.3336e+07 nan nan
1.2760e+09 5.2220e+08 4.1980e+08 4.6458e-01 8.0961e+07 2.9507e+07 9.2620e-01
2.2573e+09 2.4132e+02 1.7589e-02 0.0000e+00 1.7529e+08 1.8053e-04 2.0871e+00
3.3325e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.8002e+09 nan nan
1.0305e+09 0.0000e+00 0.0000e+00 0.0000e+00 2.9014e+07 nan nan
2.4622e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.1592e+08 nan nan
2.6906e+09 0.0000e+00 0.0000e+00 0.0000e+00 2.4331e+08 nan nan
2.1587e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.0977e+09 nan nan
1.7525e+09 0.0000e+00 0.0000e+00 0.0000e+00 3.4748e+08 nan nan
6.6933e+11 5.4755e+10 7.7488e+10 9.0918e+01 1.7483e+09 4.8375e+06 8.2124e-01
1.4878e+11 3.3078e+08 5.0568e+08 2.6517e-01 4.8578e+09 1.8310e+06 1.2486e+00
8.9216e+10 6.1105e+09 1.7379e+10 3.4119e+01 5.6127e+08 6.5009e+07 1.6134e+00
8.0604e+10 4.6193e+02 8.7583e-03 0.0000e+00 1.0062e+10 1.1789e-11 4.6071e-01
7.5489e+10 3.2036e+09 1.6387e+10 3.9542e+01 5.8031e+08 1.5443e+08 2.1184e+00
1.4031e+11 3.7611e+07 1.1088e+08 1.5190e-01 3.6329e+10 3.2571e+06 1.2926e+00
3.4866e+10 3.2493e+09 4.7410e+09 9.0954e+00 4.1827e+09 4.5709e+07 8.6043e-01
7.9631e+10 5.5364e-02 9.1942e-11 0.0000e+00 2.6909e+09 0.0000e+00 1.6640e+00
2.0709e+10 5.0446e+09 5.7574e+09 9.9724e+00 3.0198e+08 2.8127e+07 1.1706e+00
4.2962e+10 0.0000e+00 0.0000e+00 0.0000e+00 5.3558e+09 nan nan
3.3836e+10 9.9432e+08 2.2214e+09 1.9754e+00 1.4576e+09 1.4887e+07 1.3737e+00
1.7212e+10 9.6985e+08 1.4807e+09 2.4164e+00 1.5044e+09 6.9428e+07 1.8719e+00
3.8640e+10 0.0000e+00 0.0000e+00 0.0000e+00 5.7284e+09 nan nan
1.7759e+10 2.0613e+09 3.6335e+09 4.7280e+00 3.5776e+08 4.5583e+07 1.7162e+00
6.9549e+09 1.3565e+09 9.6366e+08 1.1357e+00 1.9366e+08 4.6594e+06 1.0799e+00
3.3575e+10 0.0000e+00 0.0000e+00 0.0000e+00 5.3168e+09 nan nan
6.1530e+09 5.7405e+08 1.3448e+09 2.9377e+00 1.3163e+08 2.5999e+08 1.5518e+00
1.1462e+10 1.8675e+09 3.0764e+09 4.8534e+00 2.0249e+09 4.6378e+06 9.6971e-01
7.6822e+09 1.4754e+08 3.9149e+08 5.1242e-01 3.7538e+08 6.6302e+07 2.7488e+00
1.3500e+10 2.6858e+08 1.1793e+09 2.4909e+00 1.0442e+09 1.2148e+08 2.3343e+00
4.3071e+09 1.4109e+09 1.7169e+09 2.7271e+00 1.7441e+08 4.2206e+07 8.8887e-01
2.4884e+09 2.5723e+08 5.1474e+08 6.7000e-01 1.1187e+08 1.0733e+08 1.4156e+00
2.0504e+09 6.6302e+08 7.2458e+08 8.7136e-01 6.1873e+07 4.4921e+07 8.8395e-01
5.7957e+09 9.9675e+08 1.1965e+09 1.7572e+00 4.9193e+08 2.0061e+07 1.1712e+00
2.9898e+09 3.4418e+06 7.8720e+06 2.3042e-03 1.5418e+08 6.9808e+06 2.7933e+00
9.5361e+09 0.0000e+00 0.0000e+00 0.0000e+00 3.0846e+08 nan nan
1.2554e+09 9.5664e+07 1.2284e+08 1.1992e-01 5.5306e+07 3.2367e+07 1.4588e+00
2.4774e+09 2.4336e+08 3.6155e+08 3.5616e-01 9.1633e+07 2.9889e+07 1.3089e+00
6.8283e+09 0.0000e+00 0.0000e+00 0.0000e+00 2.3843e+08 nan nan
8.9476e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.8116e+09 nan nan
4.5026e+09 0.0000e+00 0.0000e+00 0.0000e+00 2.3297e+08 nan nan
2.1194e+09 1.4943e+08 1.5837e+08 1.1568e-01 6.6320e+07 2.0620e+07 1.9481e+00
1.8166e+09 2.2571e+08 2.5479e+08 1.7221e-01 5.3397e+07 1.7985e+07 1.6193e+00
6.3681e+09 0.0000e+00 0.0000e+00 0.0000e+00 2.0508e+08 nan nan
3.3241e+09 1.0663e+09 1.8502e+09 3.3420e+00 1.7075e+08 4.1445e+06 8.8442e-01
3.2134e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.3003e+08 nan nan
3.8635e+09 0.0000e+00 0.0000e+00 0.0000e+00 2.3980e+08 nan nan
3.2885e+09 0.0000e+00 0.0000e+00 0.0000e+00 8.3184e+07 nan nan
1.5295e+09 0.0000e+00 0.0000e+00 0.0000e+00 3.9453e+07 nan nan
3.3687e+09 0.0000e+00 0.0000e+00 0.0000e+00 3.1286e+08 nan nan
1.0042e+09 1.0772e+09 8.0742e+08 1.3349e+00 5.7716e+07 2.7718e+07 4.9912e-01
1.7628e+09 2.5732e+08 5.9995e+08 1.0402e+00 1.5037e+08 1.1700e+08 1.0939e+00
1.2835e+09 0.0000e+00 0.0000e+00 0.0000e+00 4.0890e+07 nan nan
1.4344e+09 0.0000e+00 0.0000e+00 0.0000e+00 3.5225e+07 nan nan
1.8916e+09 0.0000e+00 0.0000e+00 0.0000e+00 6.6486e+07 nan nan
1.2110e+09 0.0000e+00 0.0000e+00 0.0000e+00 5.3998e+07 nan nan
5.7216e+11 3.4335e+10 3.8803e+10 3.3973e+01 2.1137e+07 2.6159e+05 7.7507e-01
2.8526e+11 2.2821e+09 4.2032e+09 2.3914e+00 6.3509e+09 6.3177e+06 1.2625e+00
2.0448e+11 1.2160e+10 1.7897e+10 2.6166e+01 1.8956e+09 1.8860e+07 1.0170e+00
6.3178e+10 3.4966e+09 8.0833e+09 7.8298e+00 4.6450e+08 1.9898e+07 2.1293e+00
8.2836e+10 1.5744e+09 2.2724e+09 2.4508e+00 1.2141e+10 5.6958e+05 7.4024e-01
2.5896e+09 1.6701e+09 7.6024e+08 1.2223e+00 1.8262e+08 7.6939e+07 8.9455e-01
5.3245e+10 2.1125e+09 9.1773e+09 1.6271e+01 2.9838e+08 6.9397e+07 2.1905e+00
7.2304e+10 1.3299e+09 1.3257e+09 1.2746e+00 3.9748e+09 3.9367e+05 8.7341e-01
4.0341e+10 1.0245e+09 4.9352e+09 5.3897e+00 1.1875e+09 5.5404e+07 2.2211e+00
1.7541e+10 2.4543e+09 1.8435e+09 1.4740e+00 1.1526e+09 3.6800e+07 1.9437e+00
3.3613e+10 0.0000e+00 0.0000e+00 0.0000e+00 1.6929e+09 nan nan
3.2904e+10 0.0000e+00 0.0000e+00 0.0000e+00 2.0976e+09 nan nan
2.1385e+10 2.9507e+08 1.7484e+09 3.3885e+00 3.4805e+08 2.3203e+08 3.4285e+00
5.1605e+09 1.3615e+09 1.2497e+09 2.3708e+00 4.1444e+08 1.0698e+08 1.0977e+00
1.1959e+10 3.9182e+07 8.2147e+07 2.3642e-02 8.4431e+07 1.3902e+06 2.2637e+00
2.2635e+10 0.0000e+00 0.0000e+00 0.0000e+00 3.0018e+09 nan nan
1.7726e+10 2.6030e+07 1.8206e+08 2.2982e-01 5.5448e+08 2.9650e+07 4.0302e+00
1.0236e+10 0.0000e+00 0.0000e+00 0.0000e+00 2.3648e+08 nan nan
6.5757e+09 8.3376e+07 4.1007e+08 5.7626e-01 9.4694e+08 5.0594e+07 2.9203e+00
1.5268e+10 0.0000e+00 0.0000e+00 0.0000e+00 1.3355e+09 nan nan
5.8377e+09 2.4318e+08 7.5242e+08 9.9201e-01 3.1347e+08 1.0681e+08 1.9186e+00
1.1868e+10 0.0000e+00 0.0000e+00 0.0000e+00 6.6259e+08 nan nan
8.5620e+09 2.7235e+08 7.4337e+08 7.6623e-01 2.6215e+08 3.9919e+06 1.5115e+00
1.9129e+09 1.0998e+09 5.3188e+08 8.0250e-01 1.9136e+08 2.8306e+07 7.4079e-01
5.7453e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.0014e+08 nan nan
3.2307e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.3333e+08 nan nan
3.4951e+09 2.2728e+07 5.1046e+07 1.9874e-02 1.2345e+08 1.2772e+07 2.8708e+00
1.4828e+09 6.2708e+07 1.3319e+08 1.1523e-01 4.1161e+07 9.8890e+06 1.5367e+00
6.0463e+09 0.0000e+00 0.0000e+00 0.0000e+00 2.1074e+08 nan nan
3.1292e+09 2.5906e+08 6.6890e+08 8.5140e-01 7.4503e+07 7.8917e+07 1.5831e+00
7.1049e+09 0.0000e+00 0.0000e+00 0.0000e+00 5.4216e+08 nan nan
1.4537e+09 1.9397e+09 1.1818e+09 2.0393e+00 2.0218e+07 1.8878e+07 5.5772e-01
4.7892e+09 7.8621e+07 1.7643e+08 9.0774e-02 1.2083e+08 4.0752e+06 2.1254e+00
5.0308e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.3546e+08 nan nan
2.2781e+09 0.0000e+00 0.0000e+00 0.0000e+00 8.5285e+07 nan nan
4.5173e+09 0.0000e+00 0.0000e+00 0.0000e+00 5.3638e+08 nan nan
1.1095e+09 0.0000e+00 0.0000e+00 0.0000e+00 3.2505e+07 nan nan
5.3115e+09 0.0000e+00 0.0000e+00 0.0000e+00 6.7230e+08 nan nan
4.2058e+09 3.7612e+07 2.0826e+08 2.0092e-01 3.5272e+08 6.2566e+06 2.3434e+00
2.8878e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.4698e+08 nan nan
1.1270e+09 0.0000e+00 0.0000e+00 0.0000e+00 4.1282e+07 nan nan
1.4178e+09 0.0000e+00 0.0000e+00 0.0000e+00 2.1180e+07 nan nan
1.4959e+09 0.0000e+00 0.0000e+00 0.0000e+00 1.6297e+08 nan nan
