# StellarMass HIMass H2Mass SFR StellarSurfaceDensity MolecularSurfaceDensity MolecularMetallicity
# Msun Msun Msun Msun/yr Msun/kpc^2 Msun/kpc^2 Zsun (h=0.6774, Zsun=0.0134, HI/H2=GD14)
3.7500e+09 2.6848e+09 2.9245e+09 5.3794e+00 4.7273e+07 3.3818e+07 6.8025e-01
5.9506e+09 1.3345e+09 1.7383e+09 2.5504e+00 2.4708e+08 1.3867e+07 1.1448e+00
6.0844e+09 1.1564e+09 1.6483e+09 2.0272e+00 1.0203e+08 1.8495e+07 1.2723e+00
2.1147e+09 2.7183e+09 1.0260e+09 1.3813e+00 3.9957e+07 1.1423e+07 6.4782e-01
9.1149e+09 1.2593e+09 2.5532e+09 4.0461e+00 3.5263e+08 4.0425e+07 1.3000e+00
4.6723e+09 6.0212e+08 9.5172e+08 1.9595e+00 2.3340e+08 1.0056e+08 1.1614e+00
7.6961e+09 1.6080e+09 2.2632e+09 3.3253e+00 2.9432e+08 5.4232e+07 1.2836e+00
1.4055e+10 2.0756e+09 3.3303e+09 3.1331e+00 1.6161e+08 1.0661e+07 1.4445e+00
5.6037e+09 5.0073e+09 1.6044e+09 1.5252e+00 1.2640e+08 1.0010e+07 8.0288e-01
5.8789e+09 2.4755e+08 1.0102e+09 2.2608e+00 2.7050e+08 1.4314e+08 1.3153e+00
2.9252e+09 1.0104e+09 9.4418e+08 1.5058e+00 6.2158e+07 8.2733e+06 8.8972e-01
8.8806e+09 1.9809e+09 1.8631e+09 2.2442e+00 2.7271e+08 2.6212e+07 1.3898e+00
8.7810e+09 2.0741e+09 2.5367e+09 4.6389e+00 1.1168e+09 1.9419e+08 1.0929e+00
2.0263e+09 2.8807e+08 4.8633e+08 7.8943e-01 1.8209e+08 1.2601e+08 1.4381e+00
5.6837e+09 4.3916e+09 2.4590e+09 2.9589e+00 9.4999e+07 5.2998e+07 1.0283e+00
3.4998e+09 2.8980e+09 1.5911e+09 2.4286e+00 8.1744e+07 2.7744e+07 8.0503e-01
2.9920e+09 1.4640e+09 9.9792e+08 1.1312e+00 6.6304e+07 1.3621e+07 8.4687e-01
5.0670e+09 1.5794e+09 1.7149e+09 2.5040e+00 3.5603e+08 4.8876e+07 8.9359e-01
1.9687e+09 4.2161e+08 4.6941e+08 5.7313e-01 1.2506e+08 3.8457e+07 1.1117e+00
4.0748e+09 1.2987e+09 1.2342e+09 1.3895e+00 8.6277e+07 1.6014e+07 1.0607e+00
5.0967e+09 7.3329e+09 2.8820e+09 2.7202e+00 1.5421e+07 6.3703e+06 6.8788e-01
3.5247e+09 1.5261e+09 1.4037e+09 2.0560e+00 8.8126e+07 4.5182e+07 9.4034e-01
1.2166e+09 1.1388e+09 4.1191e+08 5.6838e-01 4.1925e+07 1.5245e+07 5.9812e-01
9.8153e+09 1.6268e+09 3.0751e+09 4.0232e+00 1.1756e+08 2.7882e+07 1.2880e+00
1.0541e+10 9.7591e+08 3.1695e+09 4.4197e+00 1.9507e+08 3.2814e+07 1.5771e+00
5.8926e+09 4.0229e+08 1.0313e+09 1.3777e+00 2.4786e+08 5.1732e+07 1.6756e+00
2.3637e+09 1.3655e+09 1.1759e+09 2.1942e+00 6.8429e+07 3.4093e+07 6.4269e-01
2.9067e+09 5.1503e+09 1.5816e+09 1.7496e+00 2.2372e+07 6.8255e+06 5.9921e-01
3.3711e+09 1.2382e+09 8.7461e+08 1.1701e+00 1.7491e+08 5.7481e+07 1.1212e+00
1.2875e+10 2.4252e+08 1.8129e+09 7.9568e+00 1.9762e+09 4.1877e+08 1.9997e+00
9.5130e+09 1.2313e+09 2.2680e+09 2.3889e+00 1.7171e+08 1.5656e+07 1.5428e+00
7.8682e+09 1.0863e+09 2.0023e+09 2.8671e+00 4.8870e+08 1.2123e+08 1.4564e+00
8.2495e+09 1.3055e+09 2.3403e+09 3.9419e+00 3.3570e+08 5.0126e+07 1.3785e+00
2.1027e+09 3.1140e+09 6.9190e+08 7.0644e-01 6.5002e+07 1.6811e+06 6.0322e-01
6.4415e+09 7.2226e+08 1.5162e+09 2.7381e+00 3.0899e+08 1.7826e+08 1.5295e+00
2.4620e+09 7.1328e+09 1.6346e+09 2.3399e+00 3.1575e+07 1.2220e+07 5.0412e-01
2.0337e+09 1.5403e+09 5.6568e+08 6.8738e-01 3.7891e+07 3.9900e+06 7.9892e-01
4.5696e+09 4.0020e+08 7.0008e+08 8.7861e-01 2.4929e+08 4.8425e+07 1.8438e+00
6.6160e+09 3.5557e+09 2.5674e+09 3.9860e+00 2.1339e+08 1.5607e+07 7.8384e-01
5.2896e+09 2.4794e+09 1.7944e+09 2.7198e+00 1.3625e+08 2.1877e+07 1.0411e+00
2.5249e+09 1.2289e+09 5.9144e+08 6.4926e-01 5.8656e+07 1.2926e+07 7.2027e-01
1.1672e+10 1.3466e+09 2.4602e+09 3.3828e+00 1.5937e+08 4.2779e+07 1.4886e+00
7.0136e+09 4.1489e+09 3.3702e+09 4.8801e+00 1.6195e+08 1.5298e+07 7.7466e-01
2.1681e+09 1.4574e+09 7.2914e+08 9.2335e-01 2.1521e+08 3.2341e+07 6.3569e-01
1.2510e+09 1.6430e+09 5.7931e+08 7.4638e-01 1.4579e+07 2.0472e+06 6.7477e-01
1.1894e+10 1.4642e+09 3.0487e+09 3.6682e+00 1.7838e+08 3.6153e+07 1.6198e+00
3.8770e+09 1.6292e+09 1.2495e+09 1.9111e+00 1.4562e+08 3.2806e+07 9.2685e-01
7.3913e+09 3.3392e+09 2.6420e+09 3.5582e+00 1.7113e+08 1.7158e+07 8.8473e-01
1.2399e+10 5.4672e+08 1.4861e+09 2.6298e+00 1.6872e+09 1.0692e+08 1.7399e+00
6.8092e+09 2.1464e+09 1.8160e+09 2.2380e+00 8.0794e+07 1.8402e+07 1.1265e+00
1.1015e+10 1.0993e+09 3.4406e+09 5.1143e+00 2.1012e+08 5.9061e+07 1.4759e+00
3.5929e+09 6.6159e+08 1.1914e+09 1.8183e+00 1.4732e+08 4.7740e+07 1.1759e+00
1.2568e+09 1.8015e+08 2.5978e+08 3.2542e-01 1.3231e+08 4.3854e+07 1.1902e+00
2.4448e+09 1.5569e+09 1.1737e+09 1.9528e+00 1.1865e+08 2.7258e+07 7.6408e-01
4.1079e+09 2.0767e+09 1.2104e+09 1.5377e+00 3.4672e+07 9.6507e+06 9.4560e-01
1.8169e+09 3.4089e+08 5.7832e+08 6.6851e-01 8.0312e+07 3.4390e+07 1.1378e+00
2.6050e+09 2.2769e+09 9.7993e+08 1.1797e+00 6.0058e+07 2.9104e+07 8.6324e-01
1.7554e+09 9.8035e+08 6.6588e+08 1.0438e+00 7.1365e+07 2.0205e+07 7.3024e-01
4.5757e+09 3.4453e+09 2.6394e+09 4.0855e+00 8.2181e+07 1.7309e+07 7.8311e-01
3.2600e+09 3.1089e+09 3.4051e+09 6.5466e+00 9.9910e+06 2.1697e+07 5.4166e-01
3.7720e+09 3.9983e+08 8.8521e+08 2.0697e+00 4.5483e+08 2.3157e+08 1.3021e+00
4.8067e+09 8.4673e+08 1.0236e+09 1.4089e+00 1.6281e+08 7.0721e+07 1.2567e+00
1.1513e+10 6.0644e+08 1.9094e+09 2.4722e+00 7.5128e+08 8.0952e+07 1.6444e+00
7.7853e+09 7.3949e+08 1.9165e+09 2.5224e+00 1.5277e+08 4.0326e+07 1.5379e+00
3.9856e+09 3.2611e+09 1.4385e+09 1.8246e+00 8.5118e+07 1.1267e+07 7.7599e-01
3.2464e+09 8.9030e+08 1.3728e+09 1.8499e+00 6.3774e+07 2.9850e+07 1.2010e+00
5.3735e+09 9.5157e+08 1.7485e+09 2.3835e+00 1.7660e+08 3.6810e+07 1.1925e+00
1.4366e+09 9.0642e+08 2.8103e+08 3.3588e-01 5.4100e+07 1.5340e+07 1.0021e+00
7.5107e+09 3.6544e+09 2.3969e+09 3.2342e+00 2.6326e+08 8.5649e+06 8.3764e-01
4.6555e+09 2.1100e+09 1.7760e+09 1.8584e+00 2.8973e+07 5.0069e+06 7.7551e-01
5.3208e+09 2.9908e+09 2.3401e+09 4.3215e+00 2.2549e+08 1.9292e+07 7.1067e-01
9.8072e+09 2.2309e+09 2.3131e+09 2.3946e+00 1.8481e+08 2.0972e+07 1.3646e+00
6.6519e+09 6.5206e+08 1.6121e+09 3.2735e+00 9.4643e+08 8.8123e+07 1.0791e+00
5.2712e+09 1.0680e+09 2.4013e+09 4.3774e+00 1.5955e+08 1.2436e+08 1.1858e+00
1.5704e+10 1.5403e+09 2.4927e+09 2.5325e+00 4.8234e+08 1.4821e+07 1.6033e+00
1.2955e+10 2.3754e+09 3.6274e+09 4.9324e+00 2.0989e+08 3.2302e+07 1.2499e+00
3.0410e+09 1.6533e+09 1.3545e+09 1.5209e+00 3.5111e+07 1.5217e+07 8.2874e-01
2.0790e+09 1.0678e+09 9.6572e+08 1.6004e+00 7.8712e+07 3.9314e+07 7.8674e-01
6.4306e+09 7.6304e+08 2.3073e+09 5.6902e+00 4.6364e+08 1.5897e+08 1.1982e+00
9.4209e+09 2.0814e+09 2.3444e+09 3.0713e+00 2.6470e+08 9.6305e+06 1.0794e+00
9.0145e+09 1.2528e+09 1.8188e+09 1.8588e+00 2.2689e+08 1.6451e+07 1.2271e+00
4.3211e+09 4.5527e+09 1.9862e+09 2.1681e+00 6.2784e+07 1.8294e+07 6.8476e-01
6.8286e+09 1.3398e+09 1.5669e+09 1.8524e+00 5.5230e+08 2.4711e+07 1.0743e+00
6.2656e+09 3.0142e+09 2.9229e+09 4.1887e+00 9.9021e+07 1.9378e+07 9.6450e-01
8.9049e+09 3.9389e+09 2.3127e+09 2.8782e+00 1.1931e+08 3.6038e+06 8.5827e-01
1.1733e+10 8.1657e+08 2.8366e+09 4.5701e+00 5.3742e+08 8.2666e+07 1.5129e+00
1.0799e+10 2.1894e+09 3.5360e+09 4.0885e+00 9.9585e+07 2.3290e+07 1.3170e+00
7.7297e+09 2.9431e+09 3.3582e+09 4.5474e+00 1.0533e+08 2.6058e+07 1.0731e+00
7.9713e+09 7.5634e+08 1.4575e+09 2.6882e+00 6.6680e+08 6.9903e+07 1.5807e+00
1.7468e+09 2.2026e+09 1.1884e+09 2.1215e+00 8.0836e+07 6.6809e+07 5.6090e-01
7.2086e+09 2.4379e+09 3.1762e+09 4.1986e+00 8.8371e+07 2.7685e+07 1.0920e+00
1.3148e+10 5.1669e+08 1.2936e+09 1.8283e+00 3.5597e+08 4.2244e+07 2.0580e+00
1.7447e+10 1.9024e+08 1.7219e+09 4.2821e+00 1.4212e+09 2.7454e+08 2.0968e+00
4.7203e+09 1.1887e+09 1.5322e+09 3.8465e+00 6.4145e+08 1.8197e+08 1.2096e+00
1.5956e+10 5.2206e+08 1.4675e+09 2.8534e+00 6.8714e+08 1.7735e+08 2.1212e+00
3.6054e+09 7.1645e+08 9.5320e+08 1.2752e+00 1.5920e+08 3.6656e+07 1.1842e+00
9.0675e+09 1.2139e+08 9.3463e+08 1.5210e+00 9.8992e+08 9.3998e+07 2.2104e+00
1.3959e+10 1.3858e+09 2.6691e+09 3.3926e+00 8.1461e+08 5.6906e+07 1.4051e+00
2.2878e+09 9.3427e+08 6.2163e+08 9.3536e-01 2.2486e+08 8.1255e+07 1.0127e+00
1.2851e+10 2.2115e+09 3.7220e+09 4.8537e+00 1.5228e+08 1.9248e+07 1.1637e+00
6.3440e+09 8.7236e+08 1.4151e+09 1.6231e+00 1.0758e+08 1.3147e+07 1.2267e+00
8.2401e+09 2.7914e+09 3.5121e+09 3.9787e+00 4.3299e+07 6.7086e+06 1.0715e+00
1.2593e+10 3.9574e+08 1.8689e+09 4.8109e+00 5.7765e+08 1.7095e+08 1.9862e+00
7.4381e+09 2.6116e+09 2.7209e+09 4.0435e+00 2.5213e+08 4.0836e+07 1.0056e+00
7.7288e+09 4.9258e+09 2.0170e+09 3.0365e+00 4.0449e+08 3.7643e+07 9.8468e-01
7.5960e+09 1.5421e+09 2.4727e+09 3.2805e+00 1.9643e+08 6.0693e+07 1.1611e+00
2.2824e+09 8.4626e+08 8.5641e+08 1.1096e+00 2.6547e+07 2.1365e+07 9.1502e-01
3.1804e+09 4.5351e+08 9.7482e+08 1.5930e+00 1.6443e+08 3.3724e+07 1.0734e+00
9.7139e+09 1.1501e+09 1.9128e+09 3.1016e+00 6.1246e+08 4.5574e+07 1.3297e+00
6.8732e+09 2.2427e+09 2.7478e+09 4.0683e+00 1.8035e+08 3.0263e+07 1.0225e+00
4.8982e+09 3.1522e+09 2.0517e+09 2.4953e+00 3.0520e+07 1.7300e+07 8.9784e-01
2.8397e+09 2.3380e+09 1.3724e+09 2.0694e+00 6.2989e+07 1.2922e+07 7.8770e-01
6.5898e+09 1.6300e+09 1.3902e+09 1.7202e+00 1.4176e+08 2.6997e+07 1.4518e+00
6.2133e+09 5.7412e+08 1.2571e+09 2.4292e+00 4.3708e+08 1.1855e+08 1.3061e+00
1.0530e+10 1.7110e+09 1.8292e+09 2.6212e+00 4.0302e+08 1.3021e+07 1.4162e+00
5.8809e+09 3.6938e+08 1.0304e+09 1.4206e+00 3.5740e+08 4.7331e+07 1.4245e+00
1.7394e+09 4.8096e+08 6.4174e+08 9.1910e-01 1.0078e+08 2.7650e+07 1.0728e+00
2.7714e+09 1.8172e+09 1.6780e+09 2.9493e+00 5.0067e+07 6.2067e+07 8.8181e-01
5.7070e+09 5.6350e+08 1.2059e+09 2.2449e+00 3.1004e+08 1.7327e+08 1.6029e+00
9.4800e+09 3.0878e+09 2.4249e+09 3.4268e+00 2.4216e+08 1.1685e+07 1.0188e+00
8.8714e+09 2.4766e+09 2.4176e+09 2.6645e+00 1.2653e+08 9.2337e+06 1.1691e+00
1.0630e+10 2.4224e+08 1.3185e+09 2.4062e+00 1.8827e+08 1.1467e+08 2.3752e+00
1.5540e+10 2.0151e+08 1.0601e+09 1.5584e+00 3.1981e+09 6.9472e+07 1.8411e+00
2.6046e+09 2.6966e+09 1.7183e+09 3.3235e+00 8.7950e+07 7.4791e+07 7.0362e-01
1.3200e+09 1.6796e+08 3.4938e+08 5.8157e-01 1.2947e+08 4.6325e+07 9.7644e-01
2.3533e+09 3.0911e+09 1.5102e+09 1.8748e+00 2.0567e+07 1.3591e+07 7.1336e-01
1.9439e+09 5.4134e+08 5.9315e+08 1.0278e+00 1.1680e+08 1.1212e+08 9.2642e-01
5.1104e+09 2.1229e+09 2.4294e+09 4.0999e+00 1.7137e+08 7.5043e+07 1.0405e+00
5.6941e+09 1.9498e+09 1.0968e+09 8.3916e-01 3.7146e+07 2.3089e+06 1.0361e+00
8.3591e+09 2.8025e+09 3.5152e+09 5.3364e+00 1.3855e+08 2.6824e+07 9.6285e-01
4.3648e+09 3.2570e+09 2.0910e+09 2.9743e+00 3.2814e+07 7.3664e+06 7.5560e-01
4.7385e+09 2.2393e+09 2.1398e+09 4.6932e+00 1.5612e+08 1.4484e+08 9.1314e-01
1.3055e+09 3.1648e+09 5.6916e+08 3.7013e-01 1.1252e+07 8.7836e+05 4.9846e-01
5.3454e+09 1.9517e+09 1.4061e+09 1.5005e+00 1.1601e+08 1.0857e+07 9.0300e-01
3.8940e+09 6.1971e+08 1.1872e+09 1.4843e+00 8.2389e+07 2.6715e+07 1.1326e+00
7.6190e+09 7.0284e+08 1.2528e+09 1.8239e+00 1.5839e+08 5.0919e+07 1.6266e+00
1.7429e+09 2.9399e+09 7.7198e+08 9.7222e-01 1.6444e+07 7.5500e+06 5.2825e-01
1.8729e+09 7.1898e+08 7.6702e+08 9.1067e-01 6.4492e+07 2.4924e+07 1.1020e+00
9.4563e+09 2.9094e+08 8.1735e+08 1.1463e+00 1.8857e+08 4.3030e+07 2.3968e+00
2.3976e+09 1.1475e+09 8.8049e+08 1.5586e+00 2.2887e+08 8.5265e+07 7.9840e-01
6.2290e+09 8.8808e+08 1.9015e+09 3.6592e+00 3.3045e+08 1.1691e+08 1.4593e+00
6.4972e+09 1.6900e+09 2.0598e+09 3.5004e+00 4.9285e+08 4.1812e+07 9.5146e-01
5.8328e+09 7.4335e+08 1.2351e+09 1.8515e+00 1.8309e+08 1.1747e+08 1.3175e+00
4.0963e+09 1.7648e+09 9.0692e+08 1.6232e+00 8.1252e+07 2.6116e+06 7.8402e-01
1.1510e+09 7.9556e+08 5.2036e+08 8.6701e-01 7.1789e+07 2.9386e+07 6.9428e-01
4.7452e+09 1.0653e+09 1.1378e+09 1.5730e+00 1.3650e+08 1.7574e+07 1.0884e+00
7.4586e+09 1.0855e+09 2.0930e+09 2.8681e+00 3.4022e+08 2.7652e+07 1.3021e+00
7.7458e+09 7.6769e+08 1.6945e+09 2.0633e+00 2.2181e+08 2.5489e+07 1.3839e+00
1.0125e+10 6.0141e+08 1.8928e+09 3.7506e+00 4.4553e+08 8.9540e+07 2.0329e+00
1.4437e+10 1.1086e+09 1.5887e+09 2.3608e+00 1.2648e+09 3.6723e+07 1.5588e+00
1.8953e+09 1.9887e+09 8.5283e+08 1.3231e+00 1.2945e+08 4.6978e+07 7.5868e-01
8.4626e+09 6.4322e+08 1.8674e+09 2.6871e+00 2.8364e+08 3.8890e+07 1.6492e+00
8.6934e+09 1.3184e+09 2.1783e+09 2.6681e+00 3.3044e+08 3.8166e+07 1.4602e+00
1.5133e+10 1.0040e+09 2.3341e+09 3.1789e+00 1.6179e+09 6.5003e+07 1.6061e+00
4.0104e+09 1.1719e+09 1.4107e+09 1.9912e+00 1.2476e+08 3.6117e+07 1.0379e+00
1.5804e+09 8.5319e+08 4.4185e+08 5.4035e-01 3.9770e+07 4.9251e+06 9.2084e-01
9.0707e+09 2.0729e+09 3.5012e+09 4.6719e+00 6.3757e+07 1.6796e+07 1.2606e+00
4.4740e+09 1.0479e+09 1.5041e+09 2.4159e+00 2.3601e+08 5.9925e+07 1.2203e+00
1.2516e+10 8.4800e+09 4.3653e+09 3.9074e+00 1.6985e+08 1.6266e+07 1.2451e+00
1.0038e+10 2.9862e+09 2.5757e+09 3.2012e+00 3.0333e+08 1.9854e+07 1.0525e+00
1.3603e+10 1.6990e+09 3.5484e+09 4.7565e+00 3.6937e+08 5.0476e+07 1.3447e+00
8.3884e+09 3.6525e+09 1.9624e+09 2.0157e+00 6.9564e+07 4.6172e+06 1.0985e+00
1.0104e+10 2.2182e+09 3.6010e+09 5.2814e+00 2.8931e+08 2.9228e+07 1.1484e+00
8.8940e+09 1.2663e+09 1.9230e+09 2.9780e+00 1.0172e+09 7.5476e+07 1.3495e+00
9.2796e+09 9.0189e+08 1.1430e+09 2.4042e+00 3.7481e+08 1.7169e+08 1.7390e+00
3.8800e+09 9.5748e+08 1.2325e+09 2.0369e+00 1.7183e+08 5.6987e+07 1.1368e+00
6.2360e+09 1.1541e+09 1.7427e+09 2.0169e+00 1.4300e+08 9.9387e+07 1.5020e+00
1.0900e+10 2.2094e+09 2.6638e+09 3.0108e+00 7.6759e+07 9.2886e+06 1.2129e+00
1.1824e+10 2.8491e+09 3.3770e+09 3.0192e+00 1.3276e+08 3.2289e+07 1.4372e+00
1.0181e+10 1.3196e+09 2.4606e+09 5.9806e+00 4.3136e+08 2.2817e+08 1.5337e+00
1.3832e+09 4.2789e+08 3.3558e+08 3.6235e-01 3.2141e+07 1.2143e+07 9.8714e-01
4.7186e+09 5.0049e+08 1.2272e+09 2.0803e+00 2.8080e+08 9.2707e+07 1.3451e+00
8.4731e+09 3.0248e+09 2.1022e+09 3.0670e+00 1.1895e+08 1.1506e+07 1.0144e+00
1.0798e+09 1.1803e+08 5.9008e+08 1.7339e+00 2.9629e+08 2.4745e+08 1.7444e+00
1.9447e+09 1.5862e+09 9.3876e+08 1.0661e+00 4.0882e+07 1.2388e+07 7.5138e-01
8.0457e+09 2.2247e+09 2.1730e+09 2.9508e+00 1.1463e+08 1.0240e+07 1.2488e+00
6.1329e+09 1.2706e+09 1.4262e+09 1.5298e+00 2.0177e+08 3.4529e+07 1.5614e+00
1.1620e+10 1.1427e+09 3.2364e+09 4.6311e+00 4.2987e+08 5.4413e+07 1.4873e+00
5.4886e+09 2.5794e+09 1.8272e+09 2.3209e+00 3.0317e+08 3.3150e+07 1.0047e+00
8.7352e+09 1.5036e+09 2.5246e+09 2.9239e+00 8.9357e+07 2.3084e+07 1.3722e+00
1.2294e+10 4.6519e+08 1.6145e+09 2.9309e+00 1.9615e+09 1.0323e+08 1.4584e+00
8.7590e+09 1.9668e+09 2.2369e+09 3.7279e+00 5.6542e+08 2.8426e+07 1.0404e+00
8.9176e+09 1.4057e+09 2.7398e+09 4.0000e+00 3.8155e+08 5.7388e+07 1.2667e+00
7.2209e+09 5.5951e+08 1.4234e+09 2.3642e+00 3.8514e+08 1.2707e+08 1.3930e+00
3.0815e+09 2.5124e+09 8.6782e+08 9.9858e-01 3.9539e+07 5.8353e+06 6.6167e-01
1.1872e+09 5.1110e+08 4.5744e+08 6.0744e-01 3.8007e+07 2.5613e+07 7.3565e-01
4.7745e+09 1.0481e+09 1.3362e+09 2.0720e+00 3.3932e+08 3.4289e+07 8.9381e-01
2.8640e+09 2.2948e+09 1.0866e+09 1.3337e+00 1.2736e+07 3.6942e+06 5.2226e-01
4.4471e+09 1.4609e+09 1.9339e+09 3.5465e+00 1.0321e+08 6.2262e+07 1.0849e+00
2.3447e+09 1.2848e+09 1.2610e+09 2.5798e+00 1.7499e+08 1.5655e+08 7.5063e-01
4.5478e+09 1.2327e+09 1.5364e+09 2.2638e+00 4.1405e+08 7.4998e+07 9.5088e-01
5.9068e+09 6.8209e+08 7.5103e+08 9.4384e-01 3.7177e+07 2.2873e+06 1.2716e+00
8.7227e+09 1.3675e+09 1.8871e+09 2.3844e+00 3.7803e+08 6.2161e+07 1.3124e+00
7.1542e+09 1.1310e+09 1.6910e+09 1.9662e+00 2.6239e+08 1.4010e+07 1.1485e+00
4.5082e+09 1.3066e+09 1.5556e+09 2.4752e+00 3.8443e+08 5.4104e+07 1.0355e+00
6.2688e+09 1.4774e+09 1.4607e+09 2.8648e+00 7.9910e+08 1.2823e+08 1.2716e+00
4.0519e+09 5.5652e+08 1.0736e+09 1.7617e+00 2.2257e+08 1.4527e+08 1.1968e+00
6.3324e+09 1.9555e+09 2.1970e+09 5.0926e+00 8.0212e+08 1.8583e+08 1.0206e+00
1.3321e+09 7.7227e+08 4.0824e+08 5.6729e-01 9.3441e+07 1.4950e+07 7.3524e-01
1.1900e+10 3.1541e+08 1.4058e+09 2.2616e+00 2.0237e+08 6.5091e+07 2.2671e+00
2.7079e+09 8.3709e+08 1.0157e+09 1.2688e+00 4.7442e+07 5.2373e+07 9.7511e-01
1.7450e+09 9.2129e+08 8.7636e+08 1.2987e+00 5.7968e+07 1.8263e+07 7.6108e-01
3.1931e+09 9.5724e+08 1.0914e+09 1.7017e+00 6.1157e+07 6.8596e+07 1.0767e+00
2.0734e+09 1.8947e+09 1.0278e+09 1.5591e+00 6.7556e+07 2.0001e+07 6.6046e-01
1.9542e+09 5.2893e+08 4.7403e+08 5.8119e-01 1.1562e+08 1.8045e+07 7.8330e-01
5.2330e+09 2.4038e+09 1.2202e+09 1.5091e+00 6.5487e+07 2.0357e+06 8.8213e-01
1.0147e+10 1.5941e+09 2.7435e+09 2.8797e+00 6.0483e+07 9.8562e+06 1.3103e+00
7.1368e+09 1.9686e+09 1.0814e+09 1.9588e+00 5.9164e+08 5.2234e+06 1.0502e+00
1.7668e+09 6.1133e+08 7.4119e+08 1.0385e+00 1.0697e+08 8.1012e+07 7.9723e-01
1.0290e+09 1.7655e+09 5.7778e+08 6.7565e-01 2.1268e+07 7.8294e+06 5.3620e-01
1.0300e+10 6.7216e+08 1.3263e+09 3.0658e+00 1.0166e+09 2.2874e+08 1.9051e+00
1.6911e+10 3.8886e+08 1.2608e+09 1.2816e+00 8.7012e+08 4.7676e+07 2.0154e+00
7.4576e+09 1.9880e+09 2.3092e+09 3.3697e+00 1.5297e+08 2.5260e+07 1.0817e+00
3.4848e+09 1.6303e+09 1.1997e+09 1.4391e+00 1.1112e+08 3.5940e+06 8.1146e-01
1.0154e+09 3.6563e+08 3.4696e+08 4.8518e-01 4.9948e+07 2.7551e+07 8.2490e-01
4.3747e+09 3.2147e+09 2.0030e+09 2.6507e+00 8.2329e+07 4.3501e+07 1.0504e+00
3.4981e+09 2.0626e+09 9.1751e+08 1.5324e+00 2.1715e+07 9.4149e+06 8.4351e-01
4.6810e+09 9.9727e+08 1.6040e+09 3.5331e+00 2.5222e+08 9.2811e+07 1.0346e+00
1.2046e+10 2.0595e+09 3.3060e+09 4.4371e+00 2.7447e+08 3.2769e+07 1.3802e+00
8.1054e+09 1.7067e+09 2.7521e+09 3.9905e+00 3.2697e+08 4.6115e+07 1.2785e+00
2.6201e+09 9.9888e+08 1.0469e+09 1.4967e+00 7.6656e+07 5.4624e+07 1.0438e+00
1.2369e+10 4.7316e+08 2.1233e+09 4.7849e+00 7.0334e+08 1.8661e+08 1.3862e+00
4.0285e+09 2.0747e+09 1.7322e+09 2.7447e+00 1.4619e+08 2.0655e+07 7.7073e-01
6.6478e+09 1.9188e+09 1.8810e+09 2.6766e+00 3.2507e+08 3.5409e+07 1.0623e+00
9.6108e+09 4.3607e+08 1.0918e+09 2.2693e+00 7.1210e+08 1.4823e+08 1.9626e+00
2.2067e+09 1.3734e+09 5.3723e+08 7.3212e-01 9.6478e+07 7.2703e+06 1.1538e+00
5.3757e+09 2.0992e+09 1.4410e+09 2.4647e+00 1.3842e+08 4.4980e+07 1.1314e+00
9.0926e+09 1.6676e+09 2.1305e+09 2.8825e+00 2.0490e+08 4.2823e+07 1.2792e+00
6.9995e+09 2.2819e+09 3.1448e+09 4.0688e+00 5.4894e+07 1.9835e+07 1.0844e+00
1.3020e+10 1.1276e+09 2.4587e+09 3.0629e+00 4.4770e+08 3.9762e+07 1.6065e+00
5.1390e+09 1.4196e+09 1.5305e+09 2.9011e+00 2.9031e+08 6.1841e+07 1.0752e+00
8.0797e+09 7.2908e+08 1.6610e+09 4.1209e+00 5.3771e+08 2.7571e+08 1.3304e+00
1.2543e+10 1.6535e+09 3.5463e+09 4.0489e+00 1.9772e+08 2.5367e+07 1.5151e+00
1.3366e+10 6.4112e+08 2.0357e+09 5.8768e+00 2.2850e+09 3.2780e+08 1.6719e+00
7.2820e+09 1.1057e+09 1.2378e+09 1.4262e+00 2.8873e+08 1.4971e+07 1.3832e+00
1.7025e+09 1.6334e+09 5.8875e+08 7.2171e-01 4.0639e+07 3.7515e+06 7.7510e-01
6.1523e+09 4.2500e+09 2.7534e+09 3.4456e+00 6.0308e+07 9.0198e+06 9.4667e-01
2.7089e+09 1.3878e+08 4.9194e+08 8.9243e-01 4.0406e+08 1.6899e+08 1.7109e+00
6.3934e+09 1.5870e+09 1.9214e+09 4.1077e+00 3.5936e+08 7.7587e+07 1.0727e+00
6.3503e+09 2.1715e+09 2.1067e+09 2.4031e+00 6.9300e+07 2.1633e+07 9.7601e-01
7.7307e+09 3.6908e+08 1.4401e+09 2.4116e+00 5.5639e+08 1.2705e+08 1.7986e+00
3.3207e+09 1.1724e+09 1.3308e+09 2.5055e+00 1.7417e+08 5.7775e+07 9.3573e-01
8.8494e+09 1.0943e+09 2.0148e+09 2.4434e+00 5.2133e+08 4.8761e+07 1.4599e+00
4.3072e+09 1.1780e+09 1.2105e+09 2.0185e+00 2.9489e+08 8.0641e+07 1.1527e+00
1.1808e+09 4.0311e+08 2.2881e+08 2.2497e-01 4.0294e+07 1.7662e+07 1.0154e+00
6.3020e+09 2.5613e+09 2.1768e+09 3.0645e+00 4.7111e+07 1.5979e+07 1.0319e+00
1.6394e+10 5.9561e+08 1.9718e+09 2.8621e+00 4.4042e+08 4.9540e+07 2.0369e+00
